 accuracy	 gpsAltitude	 latitude	 longitude	 pressure
14	85459106	37.97131322	-87.57355775	1001449463
14	85459106	37.97131322	-87.57355775	1001449463
14	85459106	37.97131322	-87.57355775	1001453125
14	85459106	37.97131322	-87.57355775	1001453125
14	85459106	37.97131322	-87.57355775	1001457764
14	85459106	37.97131322	-87.57355775	1001460693
15	85320007	37.97132034	-87.57353408	1001465088
15	85320007	37.97132034	-87.57353408	1001465088
15	85320007	37.97132034	-87.57353408	1001465088
15	85320007	37.97132034	-87.57353408	1001465088
15	85320007	37.97132034	-87.57353408	1001466797
15	85320007	37.97132034	-87.57353408	1001466797
15	85320007	37.97132034	-87.57353408	1001467285
15	85320007	37.97132034	-87.57353408	1001467285
15	85320007	37.97132034	-87.57353408	1001458984
15	85320007	37.97132034	-87.57353408	1001458984
15	85320007	37.97132034	-87.57353408	1001458984
15	85320007	37.97132034	-87.57353408	1001458984
15	85320007	37.97132034	-87.57353408	1001450684
15	85320007	37.97132034	-87.57353408	1001450684
15	85320007	37.97132034	-87.57353408	1001450684
15	85320007	37.97132034	-87.57353408	1001450684
15	85320007	37.97132034	-87.57353408	1001450928
15	85320007	37.97132034	-87.57353408	1001450928
15	85320007	37.97132034	-87.57353408	1001450928
15	85320007	37.97132034	-87.57353408	1001461182
15	85320007	37.97132034	-87.57353408	1001461182
15	85320007	37.97132034	-87.57353408	1001472412
15	85320007	37.97132034	-87.57353408	1001472412
15	86071228	37.97132734	-87.57351518	1001463135
15	86071228	37.97132734	-87.57351518	1001463135
15	86071228	37.97132734	-87.57351518	1001463135
15	86071228	37.97132734	-87.57351518	1001463135
15	86071228	37.97132734	-87.57351518	1001474121
15	86071228	37.97132734	-87.57351518	1001474121
15	86071228	37.97132734	-87.57351518	1001471924
15	86071228	37.97132734	-87.57351518	1001471924
15	86071228	37.97132734	-87.57351518	1001476074
15	86071228	37.97132734	-87.57351518	1001476074
15	86071228	37.97132734	-87.57351518	1001476074
15	86071228	37.97132734	-87.57351518	1001476074
15	86071228	37.97132734	-87.57351518	1001475342
15	86071228	37.97132734	-87.57351518	1001475342
15	86071228	37.97132734	-87.57351518	1001475342
15	86071228	37.97132734	-87.57351518	1001475342
15	86071228	37.97132734	-87.57351518	1001478271
15	86071228	37.97132734	-87.57351518	1001478271
15	86071228	37.97132734	-87.57351518	1001478271
15	86071228	37.97132734	-87.57351518	1001484375
15	86071228	37.97132734	-87.57351518	1001484375
15	86071228	37.97132734	-87.57351518	1001481445
15	85995728	37.97133287	-87.57350155	1001481445
15	85995728	37.97133287	-87.57350155	1001471680
15	85995728	37.97133287	-87.57350155	1001471680
15	85995728	37.97133287	-87.57350155	1001470215
15	85995728	37.97133287	-87.57350155	1001470215
15	85995728	37.97133287	-87.57350155	1001470215
15	85995728	37.97133287	-87.57350155	1001470215
15	85995728	37.97133287	-87.57350155	1001468750
15	85995728	37.97133287	-87.57350155	1001471680
15	85995728	37.97133287	-87.57350155	1001471680
15	85995728	37.97133287	-87.57350155	1001471680
15	85995728	37.97133287	-87.57350155	1001471680
15	85995728	37.97133287	-87.57350155	1001475586
15	85995728	37.97133287	-87.57350155	1001475586
15	85995728	37.97133287	-87.57350155	1001475586
15	85995728	37.97133287	-87.57350155	1001479492
15	85995728	37.97133287	-87.57350155	1001479492
15	85995728	37.97133287	-87.57350155	1001479492
15	85995728	37.97133287	-87.57350155	1001479492
15	85995728	37.97133287	-87.57350155	1001479492
15	85995728	37.97133287	-87.57350155	1001476563
15	85995728	37.97133287	-87.57350155	1001479736
15	85995728	37.97133287	-87.57350155	1001481445
17	87964050	37.97133959	-87.57348674	1001481445
17	87964050	37.97133959	-87.57348674	1001475830
17	87964050	37.97133959	-87.57348674	1001475830
17	87964050	37.97133959	-87.57348674	1001468262
17	87964050	37.97133959	-87.57348674	1001468262
17	87964050	37.97133959	-87.57348674	1001468262
17	87964050	37.97133959	-87.57348674	1001468262
17	87964050	37.97133959	-87.57348674	1001467773
17	87964050	37.97133959	-87.57348674	1001465576
17	87964050	37.97133959	-87.57348674	1001465576
17	87964050	37.97133959	-87.57348674	1001465576
17	87964050	37.97133959	-87.57348674	1001465576
17	87964050	37.97133959	-87.57348674	1001480957
17	87964050	37.97133959	-87.57348674	1001480957
17	87964050	37.97133959	-87.57348674	1001480957
17	87964050	37.97133959	-87.57348674	1001475342
17	87964050	37.97133959	-87.57348674	1001475342
17	87964050	37.97133959	-87.57348674	1001475342
17	87964050	37.97133959	-87.57348674	1001475342
17	87964050	37.97133959	-87.57348674	1001475342
17	87964050	37.97133959	-87.57348674	1001473389
17	87964050	37.97133959	-87.57348674	1001471436
18	88709595	37.97134856	-87.57348002	1001473877
18	88709595	37.97134856	-87.57348002	1001473877
18	88709595	37.97134856	-87.57348002	1001481934
18	88709595	37.97134856	-87.57348002	1001484131
18	88709595	37.97134856	-87.57348002	1001484131
18	88709595	37.97134856	-87.57348002	1001484131
18	88709595	37.97134856	-87.57348002	1001484131
18	88709595	37.97134856	-87.57348002	1001484131
18	88709595	37.97134856	-87.57348002	1001487793
18	88709595	37.97134856	-87.57348002	1001487793
18	88709595	37.97134856	-87.57348002	1001487793
18	88709595	37.97134856	-87.57348002	1001487793
18	88709595	37.97134856	-87.57348002	1001487793
18	88709595	37.97134856	-87.57348002	1001489990
18	88709595	37.97134856	-87.57348002	1001489990
18	88709595	37.97134856	-87.57348002	1001493408
18	88709595	37.97134856	-87.57348002	1001493408
18	88709595	37.97134856	-87.57348002	1001493408
18	88709595	37.97134856	-87.57348002	1001493408
18	88709595	37.97134856	-87.57348002	1001493408
18	88709595	37.97134856	-87.57348002	1001493408
18	88709595	37.97134856	-87.57348002	1001493164
18	88709595	37.97134856	-87.57348002	1001493408
17	89445740	37.97135659	-87.57346916	1001488525
17	89445740	37.97135659	-87.57346916	1001488525
17	89445740	37.97135659	-87.57346916	1001492676
17	89445740	37.97135659	-87.57346916	1001489014
17	89445740	37.97135659	-87.57346916	1001489014
17	89445740	37.97135659	-87.57346916	1001489014
17	89445740	37.97135659	-87.57346916	1001489014
17	89445740	37.97135659	-87.57346916	1001489014
17	89445740	37.97135659	-87.57346916	1001486084
17	89445740	37.97135659	-87.57346916	1001486084
17	89445740	37.97135659	-87.57346916	1001486084
17	89445740	37.97135659	-87.57346916	1001486084
17	89445740	37.97135659	-87.57346916	1001493896
17	89445740	37.97135659	-87.57346916	1001493896
17	89445740	37.97135659	-87.57346916	1001493896
17	89445740	37.97135659	-87.57346916	1001498047
17	89445740	37.97135659	-87.57346916	1001498047
17	89445740	37.97135659	-87.57346916	1001498047
17	89445740	37.97135659	-87.57346916	1001498047
17	89445740	37.97135659	-87.57346916	1001498047
17	89445740	37.97135659	-87.57346916	1001497314
17	89445740	37.97135659	-87.57346916	1001492188
17	89445740	37.97135659	-87.57346916	1001492188
17	89932800	37.97136873	-87.5734618	1001496582
17	89932800	37.97136873	-87.5734618	1001496582
17	89932800	37.97136873	-87.5734618	1001500977
17	89932800	37.97136873	-87.5734618	1001500977
17	89932800	37.97136873	-87.5734618	1001500977
17	89932800	37.97136873	-87.5734618	1001500977
17	89932800	37.97136873	-87.5734618	1001500977
17	89932800	37.97136873	-87.5734618	1001491211
17	89932800	37.97136873	-87.5734618	1001488281
17	89932800	37.97136873	-87.5734618	1001488281
17	89932800	37.97136873	-87.5734618	1001488281
17	89932800	37.97136873	-87.5734618	1001488281
17	89932800	37.97136873	-87.5734618	1001492432
17	89932800	37.97136873	-87.5734618	1001492432
17	89932800	37.97136873	-87.5734618	1001499756
17	89932800	37.97136873	-87.5734618	1001499756
17	89932800	37.97136873	-87.5734618	1001499756
17	89932800	37.97136873	-87.5734618	1001499756
17	89932800	37.97136873	-87.5734618	1001499756
17	89932800	37.97136873	-87.5734618	1001499756
17	89932800	37.97136873	-87.5734618	1001507813
17	89932800	37.97136873	-87.5734618	1001505127
17	89932800	37.97136873	-87.5734618	1001505127
17	89781433	37.97138166	-87.57345324	1001506348
17	89781433	37.97138166	-87.57345324	1001506348
17	89781433	37.97138166	-87.57345324	1001514160
17	89781433	37.97138166	-87.57345324	1001514160
17	89781433	37.97138166	-87.57345324	1001514160
17	89781433	37.97138166	-87.57345324	1001514160
17	89781433	37.97138166	-87.57345324	1001514160
17	89781433	37.97138166	-87.57345324	1001505615
17	89781433	37.97138166	-87.57345324	1001507568
17	89781433	37.97138166	-87.57345324	1001507568
17	89781433	37.97138166	-87.57345324	1001507568
17	89781433	37.97138166	-87.57345324	1001507324
17	89781433	37.97138166	-87.57345324	1001507324
17	89781433	37.97138166	-87.57345324	1001507324
17	89781433	37.97138166	-87.57345324	1001508789
17	89781433	37.97138166	-87.57345324	1001508789
17	89781433	37.97138166	-87.57345324	1001508789
17	89781433	37.97138166	-87.57345324	1001508789
17	89781433	37.97138166	-87.57345324	1001508789
17	89781433	37.97138166	-87.57345324	1001511475
17	89781433	37.97138166	-87.57345324	1001511475
17	89781433	37.97138166	-87.57345324	1001520752
17	89781433	37.97138166	-87.57345324	1001520752
19	89433838	37.97139008	-87.57344222	1001519531
19	89433838	37.97139008	-87.57344222	1001519531
19	89433838	37.97139008	-87.57344222	1001511963
19	89433838	37.97139008	-87.57344222	1001511963
19	89433838	37.97139008	-87.57344222	1001511963
19	89433838	37.97139008	-87.57344222	1001511963
19	89433838	37.97139008	-87.57344222	1001515137
19	89433838	37.97139008	-87.57344222	1001515137
19	89433838	37.97139008	-87.57344222	1001507080
19	89433838	37.97139008	-87.57344222	1001507080
19	89433838	37.97139008	-87.57344222	1001507080
19	89433838	37.97139008	-87.57344222	1001512451
19	89433838	37.97139008	-87.57344222	1001512451
19	89433838	37.97139008	-87.57344222	1001512451
19	89433838	37.97139008	-87.57344222	1001513672
19	89433838	37.97139008	-87.57344222	1001513672
19	89433838	37.97139008	-87.57344222	1001513672
19	89433838	37.97139008	-87.57344222	1001510742
19	89433838	37.97139008	-87.57344222	1001510742
19	89433838	37.97139008	-87.57344222	1001510742
19	89433838	37.97139008	-87.57344222	1001510742
19	89433838	37.97139008	-87.57344222	1001516846
19	89433838	37.97139008	-87.57344222	1001516846
19	89457947	37.97139879	-87.57343334	1001509033
19	89457947	37.97139879	-87.57343334	1001509033
19	89457947	37.97139879	-87.57343334	1001520752
19	89457947	37.97139879	-87.57343334	1001520752
19	89457947	37.97139879	-87.57343334	1001520752
19	89457947	37.97139879	-87.57343334	1001523438
19	89457947	37.97139879	-87.57343334	1001523438
19	89457947	37.97139879	-87.57343334	1001523438
19	89457947	37.97139879	-87.57343334	1001516846
19	89457947	37.97139879	-87.57343334	1001516846
19	89457947	37.97139879	-87.57343334	1001508545
19	89457947	37.97139879	-87.57343334	1001508545
19	89457947	37.97139879	-87.57343334	1001508545
19	89457947	37.97139879	-87.57343334	1001508545
19	89457947	37.97139879	-87.57343334	1001508545
19	89457947	37.97139879	-87.57343334	1001508545
19	89457947	37.97139879	-87.57343334	1001510498
19	89457947	37.97139879	-87.57343334	1001510498
19	89457947	37.97139879	-87.57343334	1001510498
19	89457947	37.97139879	-87.57343334	1001510498
19	89457947	37.97139879	-87.57343334	1001510498
19	89457947	37.97139879	-87.57343334	1001508301
19	89457947	37.97139879	-87.57343334	1001508301
19	89347351	37.97140461	-87.57342702	1001503906
19	89347351	37.97140461	-87.57342702	1001503174
19	89347351	37.97140461	-87.57342702	1001498047
19	89347351	37.97140461	-87.57342702	1001498047
19	89347351	37.97140461	-87.57342702	1001498047
19	89347351	37.97140461	-87.57342702	1001500977
19	89347351	37.97140461	-87.57342702	1001500977
19	89347351	37.97140461	-87.57342702	1001500977
19	89347351	37.97140461	-87.57342702	1001499023
19	89347351	37.97140461	-87.57342702	1001499023
19	89347351	37.97140461	-87.57342702	1001506592
19	89347351	37.97140461	-87.57342702	1001506592
19	89347351	37.97140461	-87.57342702	1001506592
19	89347351	37.97140461	-87.57342702	1001506592
19	89347351	37.97140461	-87.57342702	1001506836
19	89347351	37.97140461	-87.57342702	1001506836
19	89347351	37.97140461	-87.57342702	1001504883
19	89347351	37.97140461	-87.57342702	1001504883
19	89347351	37.97140461	-87.57342702	1001504883
19	89347351	37.97140461	-87.57342702	1001504883
19	89347351	37.97140461	-87.57342702	1001504883
19	89347351	37.97140461	-87.57342702	1001508545
19	89347351	37.97140461	-87.57342702	1001508545
18	89557129	37.97140986	-87.57341994	1001507080
18	89557129	37.97140986	-87.57341994	1001513916
18	89557129	37.97140986	-87.57341994	1001519043
18	89557129	37.97140986	-87.57341994	1001519043
18	89557129	37.97140986	-87.57341994	1001520020
18	89557129	37.97140986	-87.57341994	1001520020
18	89557129	37.97140986	-87.57341994	1001520020
18	89557129	37.97140986	-87.57341994	1001520020
18	89557129	37.97140986	-87.57341994	1001511719
18	89557129	37.97140986	-87.57341994	1001513428
18	89557129	37.97140986	-87.57341994	1001513428
18	89557129	37.97140986	-87.57341994	1001513428
18	89557129	37.97140986	-87.57341994	1001513428
18	89557129	37.97140986	-87.57341994	1001513428
18	89557129	37.97140986	-87.57341994	1001509521
18	89557129	37.97140986	-87.57341994	1001509521
18	89557129	37.97140986	-87.57341994	1001516113
18	89557129	37.97140986	-87.57341994	1001516113
18	89557129	37.97140986	-87.57341994	1001516113
18	89557129	37.97140986	-87.57341994	1001516113
18	89557129	37.97140986	-87.57341994	1001516113
18	89557129	37.97140986	-87.57341994	1001528564
18	89557129	37.97140986	-87.57341994	1001528564
18	89126221	37.97140962	-87.57340988	1001530518
18	89126221	37.97140962	-87.57340988	1001523193
18	89126221	37.97140962	-87.57340988	1001518066
18	89126221	37.97140962	-87.57340988	1001518066
18	89126221	37.97140962	-87.57340988	1001527588
18	89126221	37.97140962	-87.57340988	1001527588
18	89126221	37.97140962	-87.57340988	1001527588
18	89126221	37.97140962	-87.57340988	1001527588
18	89126221	37.97140962	-87.57340988	1001534180
18	89126221	37.97140962	-87.57340988	1001517822
18	89126221	37.97140962	-87.57340988	1001517822
18	89126221	37.97140962	-87.57340988	1001517822
18	89126221	37.97140962	-87.57340988	1001517822
18	89126221	37.97140962	-87.57340988	1001517822
18	89126221	37.97140962	-87.57340988	1001515625
18	89126221	37.97140962	-87.57340988	1001515625
18	89126221	37.97140962	-87.57340988	1001514648
18	89126221	37.97140962	-87.57340988	1001514648
18	89126221	37.97140962	-87.57340988	1001514648
18	89126221	37.97140962	-87.57340988	1001514648
18	89126221	37.97140962	-87.57340988	1001514648
18	89126221	37.97140962	-87.57340988	1001510742
18	89126221	37.97140962	-87.57340988	1001512451
21	89245850	37.97140783	-87.57339609	1001514893
21	89245850	37.97140783	-87.57339609	1001514893
21	89245850	37.97140783	-87.57339609	1001505371
21	89245850	37.97140783	-87.57339609	1001504150
21	89245850	37.97140783	-87.57339609	1001504150
21	89245850	37.97140783	-87.57339609	1001504150
21	89245850	37.97140783	-87.57339609	1001504150
21	89245850	37.97140783	-87.57339609	1001504150
21	89245850	37.97140783	-87.57339609	1001500977
21	89245850	37.97140783	-87.57339609	1001500977
21	89245850	37.97140783	-87.57339609	1001500977
21	89245850	37.97140783	-87.57339609	1001500977
21	89245850	37.97140783	-87.57339609	1001500977
21	89245850	37.97140783	-87.57339609	1001500977
21	89245850	37.97140783	-87.57339609	1001501221
21	89245850	37.97140783	-87.57339609	1001497803
21	89245850	37.97140783	-87.57339609	1001497803
21	89245850	37.97140783	-87.57339609	1001497803
21	89245850	37.97140783	-87.57339609	1001497803
21	89245850	37.97140783	-87.57339609	1001497803
21	89245850	37.97140783	-87.57339609	1001499756
21	89245850	37.97140783	-87.57339609	1001505127
21	89245850	37.97140783	-87.57339609	1001511719
26	88829773	37.97139878	-87.57338213	1001511963
26	88829773	37.97139878	-87.57338213	1001511963
26	88829773	37.97139878	-87.57338213	1001517334
26	88829773	37.97139878	-87.57338213	1001520752
26	88829773	37.97139878	-87.57338213	1001520752
26	88829773	37.97139878	-87.57338213	1001520752
26	88829773	37.97139878	-87.57338213	1001520752
26	88829773	37.97139878	-87.57338213	1001520752
26	88829773	37.97139878	-87.57338213	1001525146
26	88829773	37.97139878	-87.57338213	1001525146
26	88829773	37.97139878	-87.57338213	1001525146
26	88829773	37.97139878	-87.57338213	1001525146
26	88829773	37.97139878	-87.57338213	1001525146
26	88829773	37.97139878	-87.57338213	1001525635
26	88829773	37.97139878	-87.57338213	1001525635
26	88829773	37.97139878	-87.57338213	1001520996
26	88829773	37.97139878	-87.57338213	1001520996
26	88829773	37.97139878	-87.57338213	1001520996
26	88829773	37.97139878	-87.57338213	1001520996
26	88829773	37.97139878	-87.57338213	1001523926
26	88829773	37.97139878	-87.57338213	1001523926
26	88829773	37.97139878	-87.57338213	1001524902
26	88829773	37.97139878	-87.57338213	1001524902
28	90484009	37.97138917	-87.57336307	1001526855
28	90484009	37.97138917	-87.57336307	1001526855
28	90484009	37.97138917	-87.57336307	1001517090
28	90484009	37.97138917	-87.57336307	1001517090
28	90484009	37.97138917	-87.57336307	1001517090
28	90484009	37.97138917	-87.57336307	1001517090
28	90484009	37.97138917	-87.57336307	1001517090
28	90484009	37.97138917	-87.57336307	1001517090
28	90484009	37.97138917	-87.57336307	1001523682
28	90484009	37.97138917	-87.57336307	1001523682
28	90484009	37.97138917	-87.57336307	1001523682
28	90484009	37.97138917	-87.57336307	1001523682
28	90484009	37.97138917	-87.57336307	1001530273
28	90484009	37.97138917	-87.57336307	1001530273
28	90484009	37.97138917	-87.57336307	1001527588
28	90484009	37.97138917	-87.57336307	1001527588
28	90484009	37.97138917	-87.57336307	1001527588
28	90484009	37.97138917	-87.57336307	1001527588
28	90484009	37.97138917	-87.57336307	1001520508
28	90484009	37.97138917	-87.57336307	1001520508
28	90484009	37.97138917	-87.57336307	1001520508
28	90484009	37.97138917	-87.57336307	1001519775
33	89556519	37.97136849	-87.57335368	1001519775
33	89556519	37.97136849	-87.57335368	1001526611
33	89556519	37.97136849	-87.57335368	1001526611
33	89556519	37.97136849	-87.57335368	1001522461
33	89556519	37.97136849	-87.57335368	1001522461
33	89556519	37.97136849	-87.57335368	1001522461
33	89556519	37.97136849	-87.57335368	1001522461
33	89556519	37.97136849	-87.57335368	1001522461
33	89556519	37.97136849	-87.57335368	1001522705
33	89556519	37.97136849	-87.57335368	1001523926
33	89556519	37.97136849	-87.57335368	1001523926
33	89556519	37.97136849	-87.57335368	1001523926
33	89556519	37.97136849	-87.57335368	1001523926
33	89556519	37.97136849	-87.57335368	1001523438
33	89556519	37.97136849	-87.57335368	1001523438
33	89556519	37.97136849	-87.57335368	1001521973
33	89556519	37.97136849	-87.57335368	1001521973
33	89556519	37.97136849	-87.57335368	1001521973
33	89556519	37.97136849	-87.57335368	1001521973
33	89556519	37.97136849	-87.57335368	1001525635
33	89556519	37.97136849	-87.57335368	1001525635
33	89556519	37.97136849	-87.57335368	1001525635
33	89556519	37.97136849	-87.57335368	1001529053
40	89213501	37.97135109	-87.57333162	1001529053
40	89213501	37.97135109	-87.57333162	1001528320
40	89213501	37.97135109	-87.57333162	1001528320
40	89213501	37.97135109	-87.57333162	1001528320
40	89213501	37.97135109	-87.57333162	1001528320
40	89213501	37.97135109	-87.57333162	1001528320
40	89213501	37.97135109	-87.57333162	1001528320
40	89213501	37.97135109	-87.57333162	1001523193
40	89213501	37.97135109	-87.57333162	1001523193
40	89213501	37.97135109	-87.57333162	1001531738
40	89213501	37.97135109	-87.57333162	1001531738
40	89213501	37.97135109	-87.57333162	1001531738
40	89213501	37.97135109	-87.57333162	1001523682
40	89213501	37.97135109	-87.57333162	1001523682
40	89213501	37.97135109	-87.57333162	1001523682
40	89213501	37.97135109	-87.57333162	1001525879
40	89213501	37.97135109	-87.57333162	1001525879
40	89213501	37.97135109	-87.57333162	1001525879
40	89213501	37.97135109	-87.57333162	1001525879
40	89213501	37.97135109	-87.57333162	1001507324
40	89213501	37.97135109	-87.57333162	1001507324
40	89213501	37.97135109	-87.57333162	1001507324
45	89192688	37.9713271	-87.57329395	1001514893
45	89192688	37.9713271	-87.57329395	1001514893
45	89192688	37.9713271	-87.57329395	1001515381
45	89192688	37.9713271	-87.57329395	1001515381
45	89192688	37.9713271	-87.57329395	1001516113
45	89192688	37.9713271	-87.57329395	1001516113
45	89192688	37.9713271	-87.57329395	1001516113
45	89192688	37.9713271	-87.57329395	1001516602
45	89192688	37.9713271	-87.57329395	1001516602
45	89192688	37.9713271	-87.57329395	1001516602
45	89192688	37.9713271	-87.57329395	1001513428
45	89192688	37.9713271	-87.57329395	1001513428
45	89192688	37.9713271	-87.57329395	1001513916
45	89192688	37.9713271	-87.57329395	1001513916
45	89192688	37.9713271	-87.57329395	1001513916
45	89192688	37.9713271	-87.57329395	1001513916
45	89192688	37.9713271	-87.57329395	1001518555
45	89192688	37.9713271	-87.57329395	1001518555
45	89192688	37.9713271	-87.57329395	1001518555
45	89192688	37.9713271	-87.57329395	1001517578
45	89192688	37.9713271	-87.57329395	1001517578
45	89192688	37.9713271	-87.57329395	1001517578
45	89192688	37.9713271	-87.57329395	1001517578
39	88997864	37.97130314	-87.57325767	1001524658
39	88997864	37.97130314	-87.57325767	1001524658
39	88997864	37.97130314	-87.57325767	1001523438
39	88997864	37.97130314	-87.57325767	1001523438
39	88997864	37.97130314	-87.57325767	1001521973
39	88997864	37.97130314	-87.57325767	1001521973
39	88997864	37.97130314	-87.57325767	1001521973
39	88997864	37.97130314	-87.57325767	1001520996
39	88997864	37.97130314	-87.57325767	1001520996
39	88997864	37.97130314	-87.57325767	1001520996
39	88997864	37.97130314	-87.57325767	1001524658
39	88997864	37.97130314	-87.57325767	1001524658
39	88997864	37.97130314	-87.57325767	1001527588
39	88997864	37.97130314	-87.57325767	1001527588
39	88997864	37.97130314	-87.57325767	1001527588
39	88997864	37.97130314	-87.57325767	1001527588
39	88997864	37.97130314	-87.57325767	1001532959
39	88997864	37.97130314	-87.57325767	1001532959
39	88997864	37.97130314	-87.57325767	1001532959
39	88997864	37.97130314	-87.57325767	1001531738
39	88997864	37.97130314	-87.57325767	1001531738
39	88997864	37.97130314	-87.57325767	1001531738
39	88997864	37.97130314	-87.57325767	1001531738
34	88909546	37.97127614	-87.57324027	1001534668
34	88909546	37.97127614	-87.57324027	1001534668
34	88909546	37.97127614	-87.57324027	1001534668
34	88909546	37.97127614	-87.57324027	1001536377
34	88909546	37.97127614	-87.57324027	1001544922
34	88909546	37.97127614	-87.57324027	1001544922
34	88909546	37.97127614	-87.57324027	1001544922
34	88909546	37.97127614	-87.57324027	1001535400
34	88909546	37.97127614	-87.57324027	1001535400
34	88909546	37.97127614	-87.57324027	1001535400
34	88909546	37.97127614	-87.57324027	1001530518
34	88909546	37.97127614	-87.57324027	1001530518
34	88909546	37.97127614	-87.57324027	1001538818
34	88909546	37.97127614	-87.57324027	1001538818
34	88909546	37.97127614	-87.57324027	1001538818
34	88909546	37.97127614	-87.57324027	1001538818
34	88909546	37.97127614	-87.57324027	1001529053
34	88909546	37.97127614	-87.57324027	1001529053
34	88909546	37.97127614	-87.57324027	1001536377
34	88909546	37.97127614	-87.57324027	1001536377
34	88909546	37.97127614	-87.57324027	1001536377
34	88909546	37.97127614	-87.57324027	1001536377
34	88909546	37.97127614	-87.57324027	1001536377
36	87406311	37.97124466	-87.57320633	1001536621
36	87406311	37.97124466	-87.57320633	1001536621
36	87406311	37.97124466	-87.57320633	1001541260
36	87406311	37.97124466	-87.57320633	1001536133
36	87406311	37.97124466	-87.57320633	1001544434
36	87406311	37.97124466	-87.57320633	1001544434
36	87406311	37.97124466	-87.57320633	1001542480
36	87406311	37.97124466	-87.57320633	1001542480
36	87406311	37.97124466	-87.57320633	1001542480
36	87406311	37.97124466	-87.57320633	1001542480
36	87406311	37.97124466	-87.57320633	1001550781
36	87406311	37.97124466	-87.57320633	1001538330
36	87406311	37.97124466	-87.57320633	1001538330
36	87406311	37.97124466	-87.57320633	1001538330
36	87406311	37.97124466	-87.57320633	1001538330
36	87406311	37.97124466	-87.57320633	1001538330
36	87406311	37.97124466	-87.57320633	1001535889
36	87406311	37.97124466	-87.57320633	1001535889
36	87406311	37.97124466	-87.57320633	1001529297
36	87406311	37.97124466	-87.57320633	1001529297
36	87406311	37.97124466	-87.57320633	1001529297
36	87406311	37.97124466	-87.57320633	1001529297
36	87406311	37.97124466	-87.57320633	1001529297
36	87095276	37.97116698	-87.57299015	1001531982
36	87095276	37.97116698	-87.57299015	1001531982
36	87095276	37.97116698	-87.57299015	1001533203
36	87095276	37.97116698	-87.57299015	1001533203
36	87095276	37.97116698	-87.57299015	1001525635
36	87095276	37.97116698	-87.57299015	1001541260
36	87095276	37.97116698	-87.57299015	1001541260
36	87095276	37.97116698	-87.57299015	1001541260
36	87095276	37.97116698	-87.57299015	1001541260
36	87095276	37.97116698	-87.57299015	1001541260
36	87095276	37.97116698	-87.57299015	1001534180
36	87095276	37.97116698	-87.57299015	1001530273
36	87095276	37.97116698	-87.57299015	1001530273
36	87095276	37.97116698	-87.57299015	1001530273
36	87095276	37.97116698	-87.57299015	1001530273
36	87095276	37.97116698	-87.57299015	1001529053
36	87095276	37.97116698	-87.57299015	1001529053
36	87095276	37.97116698	-87.57299015	1001531738
36	87095276	37.97116698	-87.57299015	1001531738
36	87095276	37.97116698	-87.57299015	1001531738
36	87095276	37.97116698	-87.57299015	1001531738
36	87095276	37.97116698	-87.57299015	1001531738
36	87095276	37.97116698	-87.57299015	1001531738
39	86513245	37.97111944	-87.57291613	1001519043
39	86513245	37.97111944	-87.57291613	1001519043
39	86513245	37.97111944	-87.57291613	1001527100
39	86513245	37.97111944	-87.57291613	1001527100
39	86513245	37.97111944	-87.57291613	1001528809
39	86513245	37.97111944	-87.57291613	1001529297
39	86513245	37.97111944	-87.57291613	1001529297
39	86513245	37.97111944	-87.57291613	1001529297
39	86513245	37.97111944	-87.57291613	1001529297
39	86513245	37.97111944	-87.57291613	1001529297
39	86513245	37.97111944	-87.57291613	1001526123
39	86513245	37.97111944	-87.57291613	1001526123
39	86513245	37.97111944	-87.57291613	1001526123
39	86513245	37.97111944	-87.57291613	1001526123
39	86513245	37.97111944	-87.57291613	1001526123
39	86513245	37.97111944	-87.57291613	1001517822
39	86513245	37.97111944	-87.57291613	1001517822
39	86513245	37.97111944	-87.57291613	1001527832
39	86513245	37.97111944	-87.57291613	1001527832
39	86513245	37.97111944	-87.57291613	1001527832
39	86513245	37.97111944	-87.57291613	1001527832
39	86513245	37.97111944	-87.57291613	1001527832
39	86513245	37.97111944	-87.57291613	1001524170
38	86098999	37.97100372	-87.57284872	1001530762
38	86098999	37.97100372	-87.57284872	1001522217
38	86098999	37.97100372	-87.57284872	1001521484
38	86098999	37.97100372	-87.57284872	1001521484
38	86098999	37.97100372	-87.57284872	1001537109
38	86098999	37.97100372	-87.57284872	1001537109
38	86098999	37.97100372	-87.57284872	1001537109
38	86098999	37.97100372	-87.57284872	1001537109
38	86098999	37.97100372	-87.57284872	1001537109
38	86098999	37.97100372	-87.57284872	1001537109
38	86098999	37.97100372	-87.57284872	1001526367
38	86098999	37.97100372	-87.57284872	1001526367
38	86098999	37.97100372	-87.57284872	1001526367
38	86098999	37.97100372	-87.57284872	1001526367
38	86098999	37.97100372	-87.57284872	1001529053
38	86098999	37.97100372	-87.57284872	1001529053
38	86098999	37.97100372	-87.57284872	1001517578
38	86098999	37.97100372	-87.57284872	1001517578
38	86098999	37.97100372	-87.57284872	1001517578
38	86098999	37.97100372	-87.57284872	1001517578
38	86098999	37.97100372	-87.57284872	1001517578
38	86098999	37.97100372	-87.57284872	1001517578
38	86098999	37.97100372	-87.57284872	1001510498
30	86173828	37.97093966	-87.57285535	1001527832
30	86173828	37.97093966	-87.57285535	1001528320
30	86173828	37.97093966	-87.57285535	1001524170
30	86173828	37.97093966	-87.57285535	1001524170
30	86173828	37.97093966	-87.57285535	1001527100
